sku,front_image,back_image,card_number,name,set_name,rarity,condition_display,condition_assumption,variant_status,variant_1st_edition,variant_shadowless,variant_unlimited,variant_promo,variant_confidence,variant_note,lp_reference_price,ebay_price,listing_bucket,needs_review,method,first_edition_auto_score,first_edition_auto_template,first_edition_auto_crop
B01-C209,cards/binder_1/card_209_front.jpg,cards/binder_1/card_209_back.jpg,94/102,Potion,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,fixed_by_card_number_api,0.3399,B01-C032,output/first_edition_review_crops_clean/B01-C209__Base__94_102__Potion.jpg
B01-C210,cards/binder_1/card_210_front.jpg,cards/binder_1/card_210_back.jpg,72/82,Rocket's Sneak Attack,Team Rocket,Rare,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,fixed_by_card_number_api,0.3323,B01-C032,output/first_edition_review_crops_clean/B01-C210__Team Rocket__72_82__Rocket_s Sneak Attack.jpg
B01-C211,cards/binder_1/card_211_front.jpg,cards/binder_1/card_211_back.jpg,94/102,Potion,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,fixed_by_card_number_api,0.2648,B01-C032,output/first_edition_review_crops_clean/B01-C211__Base__94_102__Potion.jpg
B01-C212,cards/binder_1/card_212_front.jpg,cards/binder_1/card_212_back.jpg,93/102,Gust of Wind,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,fixed_by_card_number_api,0.3352,B01-C032,output/first_edition_review_crops_clean/B01-C212__Base__93_102__Gust of Wind.jpg
B01-C213,cards/binder_1/card_213_front.jpg,cards/binder_1/card_213_back.jpg,91/102,Bill,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,fixed_by_card_number_api,0.2353,B01-C032,output/first_edition_review_crops_clean/B01-C213__Base__91_102__Bill.jpg
B01-C214,cards/binder_1/card_214_front.jpg,cards/binder_1/card_214_back.jpg,92/102,Energy Removal,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,fixed_by_card_number_api,0.2811,B01-C057,output/first_edition_review_crops_clean/B01-C214__Base__92_102__Energy Removal.jpg
B01-C215,cards/binder_1/card_215_front.jpg,cards/binder_1/card_215_back.jpg,94/102,Potion,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,fixed_by_card_number_api,0.3519,B01-C057,output/first_edition_review_crops_clean/B01-C215__Base__94_102__Potion.jpg
B01-C216,cards/binder_1/card_216_front.jpg,cards/binder_1/card_216_back.jpg,93/102,Gust of Wind,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,fixed_by_card_number_api,0.2331,B01-C032,output/first_edition_review_crops_clean/B01-C216__Base__93_102__Gust of Wind.jpg
B01-C217,cards/binder_1/card_217_front.jpg,cards/binder_1/card_217_back.jpg,59/62,Energy Search,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,fixed_by_card_number_api,0.3278,B01-C032,output/first_edition_review_crops_clean/B01-C217__Fossil__59_62__Energy Search.jpg
B01-C218,cards/binder_1/card_218_front.jpg,cards/binder_1/card_218_back.jpg,94/102,Potion,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,fixed_by_card_number_api,0.1878,B01-C032,output/first_edition_review_crops_clean/B01-C218__Base__94_102__Potion.jpg
B01-C219,cards/binder_1/card_219_front.jpg,cards/binder_1/card_219_back.jpg,94/102,Potion,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,fixed_by_card_number_api,0.2610,B01-C032,output/first_edition_review_crops_clean/B01-C219__Base__94_102__Potion.jpg
B01-C220,cards/binder_1/card_220_front.jpg,cards/binder_1/card_220_back.jpg,118/130,Bill,Base Set 2,Common,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,,NO,fixed_by_card_number_api,,,
B01-C221,cards/binder_1/card_221_front.jpg,cards/binder_1/card_221_back.jpg,93/102,Gust of Wind,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,fixed_by_card_number_api,0.3090,B01-C057,output/first_edition_review_crops_clean/B01-C221__Base__93_102__Gust of Wind.jpg
B01-C222,cards/binder_1/card_222_front.jpg,cards/binder_1/card_222_back.jpg,91/111,Bill's Teleporter,Neo Genesis,Uncommon,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,,NO,fixed_from_saved_vision_or_visual_confirmation,,,
B01-C223,cards/binder_1/card_223_front.jpg,cards/binder_1/card_223_back.jpg,79/82,Sleep!,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,fixed_by_card_number_api,0.2421,B01-C032,output/first_edition_review_crops_clean/B01-C223__Team Rocket__79_82__Sleep_.jpg
B01-C224,cards/binder_1/card_224_front.jpg,cards/binder_1/card_224_back.jpg,93/102,Gust of Wind,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,fixed_by_card_number_api,0.3299,B01-C032,output/first_edition_review_crops_clean/B01-C224__Base__93_102__Gust of Wind.jpg
B01-C225,cards/binder_1/card_225_front.jpg,cards/binder_1/card_225_back.jpg,86/102,Pokémon Flute,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,fixed_by_card_number_api,0.2595,B01-C057,output/first_edition_review_crops_clean/B01-C225__Base__86_102__Pokémon Flute.jpg
B02-C001,cards/binder_2/card_1_front.jpg,cards/binder_2/card_1_back.jpg,43/102,Abra,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.3723,B01-C057,output/first_edition_review_crops_clean/B02-C001__Base__43_102__Abra.jpg
B02-C002,cards/binder_2/card_2_front.jpg,cards/binder_2/card_2_back.jpg,65/82,Psyduck,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3930,B01-C057,output/first_edition_review_crops_clean/B02-C002__Team Rocket__65_82__Psyduck.jpg
B02-C003,cards/binder_2/card_3_front.jpg,cards/binder_2/card_3_back.jpg,52/82,Diglett,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2554,B01-C057,output/first_edition_review_crops_clean/B02-C003__Team Rocket__52_82__Diglett.jpg
B02-C004,cards/binder_2/card_4_front.jpg,cards/binder_2/card_4_back.jpg,54/64,Jigglypuff,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,-0.4540,B01-C110,output/first_edition_review_crops_clean/B02-C004__Jungle__54_64__Jigglypuff.jpg
B02-C005,cards/binder_2/card_5_front.jpg,cards/binder_2/card_5_back.jpg,42/64,Persian,Jungle,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,-0.4393,B01-C057,output/first_edition_review_crops_clean/B02-C005__Jungle__42_64__Persian.jpg
B02-C006,cards/binder_2/card_6_front.jpg,cards/binder_2/card_6_back.jpg,62/64,Spearow,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,-0.3846,B01-C032,output/first_edition_review_crops_clean/B02-C006__Jungle__62_64__Spearow.jpg
B02-C007,cards/binder_2/card_7_front.jpg,cards/binder_2/card_7_back.jpg,32/102,Kadabra,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2267,B01-C032,output/first_edition_review_crops_clean/B02-C007__Base__32_102__Kadabra.jpg
B02-C008,cards/binder_2/card_8_front.jpg,cards/binder_2/card_8_back.jpg,35/102,Magikarp,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.3658,B01-C057,output/first_edition_review_crops_clean/B02-C008__Base__35_102__Magikarp.jpg
B02-C009,cards/binder_2/card_9_front.jpg,cards/binder_2/card_9_back.jpg,36/62,Golem,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2482,B01-C057,output/first_edition_review_crops_clean/B02-C009__Fossil__36_62__Golem.jpg
B02-C010,cards/binder_2/card_10_front.jpg,cards/binder_2/card_10_back.jpg,35/64,Exeggutor,Jungle,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2204,B01-C110,output/first_edition_review_crops_clean/B02-C010__Jungle__35_64__Exeggutor.jpg
B02-C011,cards/binder_2/card_11_front.jpg,cards/binder_2/card_11_back.jpg,40/62,Omastar,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2965,B01-C057,output/first_edition_review_crops_clean/B02-C011__Fossil__40_62__Omastar.jpg
B02-C012,cards/binder_2/card_12_front.jpg,cards/binder_2/card_12_back.jpg,50/62,Kabuto,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.1195,B01-C032,output/first_edition_review_crops_clean/B02-C012__Fossil__50_62__Kabuto.jpg
B02-C013,cards/binder_2/card_13_front.jpg,cards/binder_2/card_13_back.jpg,17/102,Beedrill,Base,Rare,LP/MP,MP,base_shadowless_confirmed,NO,YES,NO,NO,HIGH,Manually confirmed Base Shadowless: no right-side artwork shadow.,,,,NO,fixed_from_saved_vision_or_visual_confirmation,0.2551,B01-C032,output/first_edition_review_crops_clean/B02-C013__Base__17_102__Beedrill.jpg
B02-C014,cards/binder_2/card_14_front.jpg,cards/binder_2/card_14_back.jpg,90/130,Rhyhorn,Base Set 2,Common,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,,NO,vision_full_card_api_validated,,,
B02-C015,cards/binder_2/card_15_front.jpg,cards/binder_2/card_15_back.jpg,32/82,Dark Charmeleon,Team Rocket,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,fixed_by_card_number_api,0.1406,B01-C032,output/first_edition_review_crops_clean/B02-C015__Team Rocket__32_82__Dark Charmeleon.jpg
B02-C016,cards/binder_2/card_16_front.jpg,cards/binder_2/card_16_back.jpg,41/64,Parasect,Jungle,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2730,B01-C032,output/first_edition_review_crops_clean/B02-C016__Jungle__41_64__Parasect.jpg
B02-C017,cards/binder_2/card_17_front.jpg,cards/binder_2/card_17_back.jpg,42/62,Seadra,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2603,B01-C032,output/first_edition_review_crops_clean/B02-C017__Fossil__42_62__Seadra.jpg
B02-C018,cards/binder_2/card_18_front.jpg,cards/binder_2/card_18_back.jpg,52/62,Omanyte,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2090,B01-C032,output/first_edition_review_crops_clean/B02-C018__Fossil__52_62__Omanyte.jpg
B02-C019,cards/binder_2/card_19_front.jpg,cards/binder_2/card_19_back.jpg,48/62,Grimer,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3350,B01-C057,output/first_edition_review_crops_clean/B02-C019__Fossil__48_62__Grimer.jpg
B02-C020,cards/binder_2/card_20_front.jpg,cards/binder_2/card_20_back.jpg,49/64,Bellsprout,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.1961,B01-C110,output/first_edition_review_crops_clean/B02-C020__Jungle__49_64__Bellsprout.jpg
B02-C021,cards/binder_2/card_21_front.jpg,cards/binder_2/card_21_back.jpg,76/130,Goldeen,Base Set 2,Common,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,,NO,vision_full_card_api_validated,,,
B02-C022,cards/binder_2/card_22_front.jpg,cards/binder_2/card_22_back.jpg,43/102,Abra,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.3585,B01-C057,output/first_edition_review_crops_clean/B02-C022__Base__43_102__Abra.jpg
B02-C023,cards/binder_2/card_23_front.jpg,cards/binder_2/card_23_back.jpg,56/64,Meowth,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,-0.4065,B01-C032,output/first_edition_review_crops_clean/B02-C023__Jungle__56_64__Meowth.jpg
B02-C024,cards/binder_2/card_24_front.jpg,cards/binder_2/card_24_back.jpg,53/82,Dratini,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,-0.4145,B01-C032,output/first_edition_review_crops_clean/B02-C024__Team Rocket__53_82__Dratini.jpg
B02-C025,cards/binder_2/card_25_front.jpg,cards/binder_2/card_25_back.jpg,52/62,Omanyte,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3258,B01-C057,output/first_edition_review_crops_clean/B02-C025__Fossil__52_62__Omanyte.jpg
B02-C026,cards/binder_2/card_26_front.jpg,cards/binder_2/card_26_back.jpg,66/102,Tangela,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2042,B01-C057,output/first_edition_review_crops_clean/B02-C026__Base__66_102__Tangela.jpg
B02-C027,cards/binder_2/card_27_front.jpg,cards/binder_2/card_27_back.jpg,52/62,Omanyte,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3335,B01-C057,output/first_edition_review_crops_clean/B02-C027__Fossil__52_62__Omanyte.jpg
B02-C028,cards/binder_2/card_28_front.jpg,cards/binder_2/card_28_back.jpg,56/102,Onix,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.1478,B01-C057,output/first_edition_review_crops_clean/B02-C028__Base__56_102__Onix.jpg
B02-C029,cards/binder_2/card_29_front.jpg,cards/binder_2/card_29_back.jpg,61/64,Rhyhorn,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.0638,B01-C110,output/first_edition_review_crops_clean/B02-C029__Jungle__61_64__Rhyhorn.jpg
B02-C030,cards/binder_2/card_30_front.jpg,cards/binder_2/card_30_back.jpg,34/62,Golbat,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.1882,B01-C057,output/first_edition_review_crops_clean/B02-C030__Fossil__34_62__Golbat.jpg
B02-C031,cards/binder_2/card_31_front.jpg,cards/binder_2/card_31_back.jpg,45/102,Caterpie,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2952,B01-C032,output/first_edition_review_crops_clean/B02-C031__Base__45_102__Caterpie.jpg
B02-C032,cards/binder_2/card_32_front.jpg,cards/binder_2/card_32_back.jpg,50/64,Cubone,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.1385,B01-C032,output/first_edition_review_crops_clean/B02-C032__Jungle__50_64__Cubone.jpg
B02-C033,cards/binder_2/card_33_front.jpg,cards/binder_2/card_33_back.jpg,66/82,Rattata,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,-0.1809,B01-C057,output/first_edition_review_crops_clean/B02-C033__Team Rocket__66_82__Rattata.jpg
B02-C034,cards/binder_2/card_34_front.jpg,cards/binder_2/card_34_back.jpg,58/82,Koffing,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.3150,B01-C032,output/first_edition_review_crops_clean/B02-C034__Team Rocket__58_82__Koffing.jpg
B02-C035,cards/binder_2/card_35_front.jpg,cards/binder_2/card_35_back.jpg,62/64,Spearow,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,-0.1959,B01-C110,output/first_edition_review_crops_clean/B02-C035__Jungle__62_64__Spearow.jpg
B02-C036,cards/binder_2/card_36_front.jpg,cards/binder_2/card_36_back.jpg,69/82,Voltorb,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,-0.2732,B01-C032,output/first_edition_review_crops_clean/B02-C036__Team Rocket__69_82__Voltorb.jpg
B02-C037,cards/binder_2/card_37_front.jpg,cards/binder_2/card_37_back.jpg,53/82,Dratini,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.0643,B01-C110,output/first_edition_review_crops_clean/B02-C037__Team Rocket__53_82__Dratini.jpg
B02-C038,cards/binder_2/card_38_front.jpg,cards/binder_2/card_38_back.jpg,62/102,Sandshrew,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2952,B01-C032,output/first_edition_review_crops_clean/B02-C038__Base__62_102__Sandshrew.jpg
B02-C039,cards/binder_2/card_39_front.jpg,cards/binder_2/card_39_back.jpg,47/82,Magikarp,Team Rocket,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2160,B01-C057,output/first_edition_review_crops_clean/B02-C039__Team Rocket__47_82__Magikarp.jpg
B02-C040,cards/binder_2/card_40_front.jpg,cards/binder_2/card_40_back.jpg,58/64,Oddish,Jungle,Common,LP/MP,MP,first_edition_confirmed,YES,NOT_APPLICABLE,NO,NO,HIGH,Confirmed from top-100 first-edition review PDF; first 16 rows only.,,,,NO,vision_full_card_api_validated,0.8323,B01-C032,output/first_edition_review_crops_clean/B02-C040__Jungle__58_64__Oddish.jpg
B02-C041,cards/binder_2/card_41_front.jpg,cards/binder_2/card_41_back.jpg,67/102,Voltorb,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,-0.1675,B01-C032,output/first_edition_review_crops_clean/B02-C041__Base__67_102__Voltorb.jpg
B02-C042,cards/binder_2/card_42_front.jpg,cards/binder_2/card_42_back.jpg,38/102,Poliwhirl,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2401,B01-C057,output/first_edition_review_crops_clean/B02-C042__Base__38_102__Poliwhirl.jpg
B02-C043,cards/binder_2/card_43_front.jpg,cards/binder_2/card_43_back.jpg,30/102,Ivysaur,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.1364,B01-C057,output/first_edition_review_crops_clean/B02-C043__Base__30_102__Ivysaur.jpg
B02-C044,cards/binder_2/card_44_front.jpg,cards/binder_2/card_44_back.jpg,24/102,Charmeleon,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.3025,B01-C032,output/first_edition_review_crops_clean/B02-C044__Base__24_102__Charmeleon.jpg
B02-C045,cards/binder_2/card_45_front.jpg,cards/binder_2/card_45_back.jpg,47/82,Magikarp,Team Rocket,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2984,B01-C032,output/first_edition_review_crops_clean/B02-C045__Team Rocket__47_82__Magikarp.jpg
B02-C046,cards/binder_2/card_46_front.jpg,cards/binder_2/card_46_back.jpg,51/62,Krabby,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.1999,B01-C032,output/first_edition_review_crops_clean/B02-C046__Fossil__51_62__Krabby.jpg
B02-C047,cards/binder_2/card_47_front.jpg,cards/binder_2/card_47_back.jpg,41/62,Sandslash,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2104,B01-C032,output/first_edition_review_crops_clean/B02-C047__Fossil__41_62__Sandslash.jpg
B02-C048,cards/binder_2/card_48_front.jpg,cards/binder_2/card_48_back.jpg,43/64,Primeape,Jungle,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.1335,B01-C110,output/first_edition_review_crops_clean/B02-C048__Jungle__43_64__Primeape.jpg
B02-C049,cards/binder_2/card_49_front.jpg,cards/binder_2/card_49_back.jpg,31/64,Vileplume,Jungle,Rare,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.4205,B01-C057,output/first_edition_review_crops_clean/B02-C049__Jungle__31_64__Vileplume.jpg
B02-C050,cards/binder_2/card_50_front.jpg,cards/binder_2/card_50_back.jpg,38/102,Poliwhirl,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.1328,B01-C032,output/first_edition_review_crops_clean/B02-C050__Base__38_102__Poliwhirl.jpg
B02-C051,cards/binder_2/card_51_front.jpg,cards/binder_2/card_51_back.jpg,45/62,Weezing,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,,NO,vision_full_card_api_validated,0.2491,B01-C032,output/first_edition_review_crops_clean/B02-C051__Fossil__45_62__Weezing.jpg
B02-C052,cards/binder_2/card_52_front.jpg,cards/binder_2/card_52_back.jpg,46/102,Charmander,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2857,B01-C110,output/first_edition_review_crops_clean/B02-C052__Base__46_102__Charmander.jpg
B02-C053,cards/binder_2/card_53_front.jpg,cards/binder_2/card_53_back.jpg,38/102,Poliwhirl,Base,Uncommon,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,,NO,vision_full_card_api_validated,0.2046,B01-C057,output/first_edition_review_crops_clean/B02-C053__Base__38_102__Poliwhirl.jpg
