sku,front_image,back_image,card_number,name,set_name,rarity,condition_display,condition_assumption,variant_status,variant_1st_edition,variant_shadowless,variant_unlimited,variant_promo,variant_confidence,variant_note,lp_reference_price,ebay_price,listing_bucket,needs_review,method,first_edition_auto_score,first_edition_auto_template,first_edition_auto_crop,pricing_variant,pricing_search_query,tcgplayer_market_price,tcg_reference_note,ebay_sold_low,ebay_sold_mid,ebay_sold_high,chosen_price,pricing_notes,listing_title,listing_description,comp_titles,comp_prices
B02-C142,cards/binder_2/card_142_front.jpg,cards/binder_2/card_142_back.jpg,53/82,Dratini,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,-0.1079,B01-C032,output/first_edition_review_crops_clean/B02-C142__Team Rocket__53_82__Dratini.jpg,Unlimited,Pokemon Dratini 53/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Dratini 53/82 Team Rocket LP/MP,"Dratini 53/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C143,cards/binder_2/card_143_front.jpg,cards/binder_2/card_143_back.jpg,49/62,Horsea,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2161,B01-C032,output/first_edition_review_crops_clean/B02-C143__Fossil__49_62__Horsea.jpg,Unlimited,Pokemon Horsea 49/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Horsea 49/62 Fossil LP/MP,"Horsea 49/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C144,cards/binder_2/card_144_front.jpg,cards/binder_2/card_144_back.jpg,61/102,Rattata,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,-0.1113,B01-C032,output/first_edition_review_crops_clean/B02-C144__Base__61_102__Rattata.jpg,Unlimited,Pokemon Rattata 61/102 Base Unlimited MP,0.73,TCGPLAYER_MARKET,,,,0.51,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Rattata 61/102 Base LP/MP,"Rattata 61/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C145,cards/binder_2/card_145_front.jpg,cards/binder_2/card_145_back.jpg,46/64,Seaking,Jungle,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2231,B01-C032,output/first_edition_review_crops_clean/B02-C145__Jungle__46_64__Seaking.jpg,Unlimited,Pokemon Seaking 46/64 Jungle Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Seaking 46/64 Jungle LP/MP,"Seaking 46/64 from Jungle.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C146,cards/binder_2/card_146_front.jpg,cards/binder_2/card_146_back.jpg,47/62,Geodude,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,fixed_from_saved_vision_or_visual_confirmation,0.2348,B01-C032,output/first_edition_review_crops_clean/B02-C146__Fossil__47_62__Geodude.jpg,Unlimited,Pokemon Geodude 47/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Geodude 47/62 Fossil LP/MP,"Geodude 47/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C147,cards/binder_2/card_147_front.jpg,cards/binder_2/card_147_back.jpg,62/82,Meowth,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.0566,B01-C057,output/first_edition_review_crops_clean/B02-C147__Team Rocket__62_82__Meowth.jpg,Unlimited,Pokemon Meowth 62/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Meowth 62/82 Team Rocket LP/MP,"Meowth 62/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C148,cards/binder_2/card_148_front.jpg,cards/binder_2/card_148_back.jpg,56/62,Tentacool,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.3011,B01-C032,output/first_edition_review_crops_clean/B02-C148__Fossil__56_62__Tentacool.jpg,Unlimited,Pokemon Tentacool 56/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Tentacool 56/62 Fossil LP/MP,"Tentacool 56/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C149,cards/binder_2/card_149_front.jpg,cards/binder_2/card_149_back.jpg,54/62,Shellder,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.4045,B01-C057,output/first_edition_review_crops_clean/B02-C149__Fossil__54_62__Shellder.jpg,Unlimited,Pokemon Shellder 54/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Shellder 54/62 Fossil LP/MP,"Shellder 54/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C150,cards/binder_2/card_150_front.jpg,cards/binder_2/card_150_back.jpg,47/62,Geodude,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,fixed_from_saved_vision_or_visual_confirmation,0.4280,B01-C057,output/first_edition_review_crops_clean/B02-C150__Fossil__47_62__Geodude.jpg,Unlimited,Pokemon Geodude 47/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Geodude 47/62 Fossil LP/MP,"Geodude 47/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C151,cards/binder_2/card_151_front.jpg,cards/binder_2/card_151_back.jpg,43/82,Dark Primeape,Team Rocket,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,fixed_by_card_number_api,0.0539,B01-C032,output/first_edition_review_crops_clean/B02-C151__Team Rocket__43_82__Dark Primeape.jpg,Unlimited,Pokemon Dark Primeape 43/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Dark Primeape 43/82 Team Rocket LP/MP,"Dark Primeape 43/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C152,cards/binder_2/card_152_front.jpg,cards/binder_2/card_152_back.jpg,53/82,Dratini,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.0110,B01-C110,output/first_edition_review_crops_clean/B02-C152__Team Rocket__53_82__Dratini.jpg,Unlimited,Pokemon Dratini 53/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Dratini 53/82 Team Rocket LP/MP,"Dratini 53/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C153,cards/binder_2/card_153_front.jpg,cards/binder_2/card_153_back.jpg,36/62,Golem,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.1374,B01-C032,output/first_edition_review_crops_clean/B02-C153__Fossil__36_62__Golem.jpg,Unlimited,Pokemon Golem 36/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Golem 36/62 Fossil LP/MP,"Golem 36/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C154,cards/binder_2/card_154_front.jpg,cards/binder_2/card_154_back.jpg,47/62,Geodude,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2045,B01-C032,output/first_edition_review_crops_clean/B02-C154__Fossil__47_62__Geodude.jpg,Unlimited,Pokemon Geodude 47/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Geodude 47/62 Fossil LP/MP,"Geodude 47/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C155,cards/binder_2/card_155_front.jpg,cards/binder_2/card_155_back.jpg,32/62,Cloyster,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.1665,B01-C057,output/first_edition_review_crops_clean/B02-C155__Fossil__32_62__Cloyster.jpg,Unlimited,Pokemon Cloyster 32/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Cloyster 32/62 Fossil LP/MP,"Cloyster 32/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C156,cards/binder_2/card_156_front.jpg,cards/binder_2/card_156_back.jpg,69/82,Voltorb,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,-0.1230,B01-C032,output/first_edition_review_crops_clean/B02-C156__Team Rocket__69_82__Voltorb.jpg,Unlimited,Pokemon Voltorb 69/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Voltorb 69/82 Team Rocket LP/MP,"Voltorb 69/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C157,cards/binder_2/card_157_front.jpg,cards/binder_2/card_157_back.jpg,44/62,Tentacruel,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2382,B01-C032,output/first_edition_review_crops_clean/B02-C157__Fossil__44_62__Tentacruel.jpg,Unlimited,Pokemon Tentacruel 44/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Tentacruel 44/62 Fossil LP/MP,"Tentacruel 44/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C158,cards/binder_2/card_158_front.jpg,cards/binder_2/card_158_back.jpg,64/102,Starmie,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,0.3001,B01-C057,output/first_edition_review_crops_clean/B02-C158__Base__64_102__Starmie.jpg,Unlimited,Pokemon Starmie 64/102 Base Unlimited MP,0.74,TCGPLAYER_MARKET,,,,0.52,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Starmie 64/102 Base LP/MP,"Starmie 64/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C159,cards/binder_2/card_159_front.jpg,cards/binder_2/card_159_back.jpg,40/62,Omastar,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.1834,B01-C032,output/first_edition_review_crops_clean/B02-C159__Fossil__40_62__Omastar.jpg,Unlimited,Pokemon Omastar 40/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Omastar 40/62 Fossil LP/MP,"Omastar 40/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C160,cards/binder_2/card_160_front.jpg,cards/binder_2/card_160_back.jpg,49/62,Horsea,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.1814,B01-C032,output/first_edition_review_crops_clean/B02-C160__Fossil__49_62__Horsea.jpg,Unlimited,Pokemon Horsea 49/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Horsea 49/62 Fossil LP/MP,"Horsea 49/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C161,cards/binder_2/card_161_front.jpg,cards/binder_2/card_161_back.jpg,32/62,Cloyster,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2435,B01-C032,output/first_edition_review_crops_clean/B02-C161__Fossil__32_62__Cloyster.jpg,Unlimited,Pokemon Cloyster 32/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Cloyster 32/62 Fossil LP/MP,"Cloyster 32/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C162,cards/binder_2/card_162_front.jpg,cards/binder_2/card_162_back.jpg,53/62,Psyduck,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2339,B01-C057,output/first_edition_review_crops_clean/B02-C162__Fossil__53_62__Psyduck.jpg,Unlimited,Pokemon Psyduck 53/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Psyduck 53/62 Fossil LP/MP,"Psyduck 53/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C163,cards/binder_2/card_163_front.jpg,cards/binder_2/card_163_back.jpg,59/82,Machop,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2716,B01-C032,output/first_edition_review_crops_clean/B02-C163__Team Rocket__59_82__Machop.jpg,Unlimited,Pokemon Machop 59/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Machop 59/82 Team Rocket LP/MP,"Machop 59/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C164,cards/binder_2/card_164_front.jpg,cards/binder_2/card_164_back.jpg,51/64,Eevee,Jungle,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,-0.1226,B01-C032,output/first_edition_review_crops_clean/B02-C164__Jungle__51_64__Eevee.jpg,Unlimited,Pokemon Eevee 51/64 Jungle Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Eevee 51/64 Jungle LP/MP,"Eevee 51/64 from Jungle.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C165,cards/binder_2/card_165_front.jpg,cards/binder_2/card_165_back.jpg,48/82,Porygon,Team Rocket,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,-0.1135,B01-C032,output/first_edition_review_crops_clean/B02-C165__Team Rocket__48_82__Porygon.jpg,Unlimited,Pokemon Porygon 48/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Porygon 48/82 Team Rocket LP/MP,"Porygon 48/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C166,cards/binder_2/card_166_front.jpg,cards/binder_2/card_166_back.jpg,44/62,Tentacruel,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.1971,B01-C057,output/first_edition_review_crops_clean/B02-C166__Fossil__44_62__Tentacruel.jpg,Unlimited,Pokemon Tentacruel 44/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Tentacruel 44/62 Fossil LP/MP,"Tentacruel 44/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C167,cards/binder_2/card_167_front.jpg,cards/binder_2/card_167_back.jpg,57/62,Zubat,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.4016,B01-C057,output/first_edition_review_crops_clean/B02-C167__Fossil__57_62__Zubat.jpg,Unlimited,Pokemon Zubat 57/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Zubat 57/62 Fossil LP/MP,"Zubat 57/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C168,cards/binder_2/card_168_front.jpg,cards/binder_2/card_168_back.jpg,33/130,Arcanine,Base Set 2,Uncommon,LP/MP,MP,unlimited_or_normal,NO,NOT_APPLICABLE,YES,NO,MEDIUM,No special 1st Edition/Shadowless variant expected.,,,bulk,NO,vision_full_card_api_validated,,,,Unlimited,Pokemon Arcanine 33/130 Base Set 2 Unlimited MP,1.78,TCGPLAYER_MARKET,,,,1.25,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Arcanine 33/130 Base Set 2 LP/MP,"Arcanine 33/130 from Base Set 2.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C169,cards/binder_2/card_169_front.jpg,cards/binder_2/card_169_back.jpg,38/62,Kingler,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2098,B01-C032,output/first_edition_review_crops_clean/B02-C169__Fossil__38_62__Kingler.jpg,Unlimited,Pokemon Kingler 38/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Kingler 38/62 Fossil LP/MP,"Kingler 38/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C170,cards/binder_2/card_170_front.jpg,cards/binder_2/card_170_back.jpg,50/102,Gastly,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,0.3468,B01-C032,output/first_edition_review_crops_clean/B02-C170__Base__50_102__Gastly.jpg,Unlimited,Pokemon Gastly 50/102 Base Unlimited MP,0.94,TCGPLAYER_MARKET,,,,0.66,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Gastly 50/102 Base LP/MP,"Gastly 50/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C171,cards/binder_2/card_171_front.jpg,cards/binder_2/card_171_back.jpg,57/62,Zubat,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2946,B01-C032,output/first_edition_review_crops_clean/B02-C171__Fossil__57_62__Zubat.jpg,Unlimited,Pokemon Zubat 57/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Zubat 57/62 Fossil LP/MP,"Zubat 57/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C172,cards/binder_2/card_172_front.jpg,cards/binder_2/card_172_back.jpg,47/102,Diglett,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,0.2346,B01-C032,output/first_edition_review_crops_clean/B02-C172__Base__47_102__Diglett.jpg,Unlimited,Pokemon Diglett 47/102 Base Unlimited MP,1.06,TCGPLAYER_MARKET,,,,0.74,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Diglett 47/102 Base LP/MP,"Diglett 47/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C173,cards/binder_2/card_173_front.jpg,cards/binder_2/card_173_back.jpg,51/62,Krabby,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2126,B01-C032,output/first_edition_review_crops_clean/B02-C173__Fossil__51_62__Krabby.jpg,Unlimited,Pokemon Krabby 51/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Krabby 51/62 Fossil LP/MP,"Krabby 51/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C174,cards/binder_2/card_174_front.jpg,cards/binder_2/card_174_back.jpg,50/102,Gastly,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,0.3281,B01-C032,output/first_edition_review_crops_clean/B02-C174__Base__50_102__Gastly.jpg,Unlimited,Pokemon Gastly 50/102 Base Unlimited MP,0.94,TCGPLAYER_MARKET,,,,0.66,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Gastly 50/102 Base LP/MP,"Gastly 50/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C175,cards/binder_2/card_175_front.jpg,cards/binder_2/card_175_back.jpg,62/82,Meowth,Team Rocket,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,-0.0868,B01-C032,output/first_edition_review_crops_clean/B02-C175__Team Rocket__62_82__Meowth.jpg,Unlimited,Pokemon Meowth 62/82 Team Rocket Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Meowth 62/82 Team Rocket LP/MP,"Meowth 62/82 from Team Rocket.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C176,cards/binder_2/card_176_front.jpg,cards/binder_2/card_176_back.jpg,42/64,Persian,Jungle,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,fixed_by_card_number_api,-0.0060,B01-C032,output/first_edition_review_crops_clean/B02-C176__Jungle__42_64__Persian.jpg,Unlimited,Pokemon Persian 42/64 Jungle Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Persian 42/64 Jungle LP/MP,"Persian 42/64 from Jungle.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C177,cards/binder_2/card_177_front.jpg,cards/binder_2/card_177_back.jpg,43/62,Slowbro,Fossil,Uncommon,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2839,B01-C032,output/first_edition_review_crops_clean/B02-C177__Fossil__43_62__Slowbro.jpg,Unlimited,Pokemon Slowbro 43/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Slowbro 43/62 Fossil LP/MP,"Slowbro 43/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C178,cards/binder_2/card_178_front.jpg,cards/binder_2/card_178_back.jpg,64/102,Starmie,Base,Common,LP/MP,MP,base_unlimited_confirmed,NO,NO,YES,NO,HIGH,Base Unlimited confirmed; no Shadowless marker found.,,,bulk,NO,vision_full_card_api_validated,0.1871,B01-C032,output/first_edition_review_crops_clean/B02-C178__Base__64_102__Starmie.jpg,Unlimited,Pokemon Starmie 64/102 Base Unlimited MP,0.74,TCGPLAYER_MARKET,,,,0.52,TCG_API_REFERENCE_ESTIMATE_70_PERCENT_FOR_LP_MP,Pokemon Starmie 64/102 Base LP/MP,"Starmie 64/102 from Base.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
B02-C179,cards/binder_2/card_179_front.jpg,cards/binder_2/card_179_back.jpg,56/62,Tentacool,Fossil,Common,LP/MP,MP,unlimited_confirmed,NO,NOT_APPLICABLE,YES,NO,HIGH,Manually checked; no 1st Edition stamp found. Treat as Unlimited.,,,bulk,NO,vision_full_card_api_validated,0.2299,B01-C057,output/first_edition_review_crops_clean/B02-C179__Fossil__56_62__Tentacool.jpg,Unlimited,Pokemon Tentacool 56/62 Fossil Unlimited MP,,NO_TCG_PRICE,,,,,NO_TCG_PRICE,Pokemon Tentacool 56/62 Fossil LP/MP,"Tentacool 56/62 from Fossil.
Variant: Unlimited.
Condition estimate: LP/MP. See front and back photos for exact condition.
Raw card, not graded.",,
